,Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year,Track_Length,Track_Word_Length,Track_Transformed,Track_Language
930,i just fall in love again,Anne Murray,2:51,4,0.444,0.351,0,-9.01,1,0.0287,0.0461,1.94e-06,0.119,0.0853,132.527,60,1979,25,6, just fall  love again,ENGLISH
931,"lovin’, touchin’, squeezin’",Journey,3:50,3,0.403,0.644,2,-8.608,1,0.0439,0.0991,0.000179,0.231,0.714,211.27,60,1979,27,3,"lovin’, touchin’, squeezin’",ENGLISH
932,"bad case of loving you (doctor, doctor)",Robert Palmer,3:15,4,0.671,0.829,4,-9.118,1,0.0412,0.00103,8.97e-05,0.112,0.747,145.744,60,1979,39,7,"bad case  loving you doctor, doctor",ENGLISH
933,love you inside out,Bee Gees,4:11,4,0.706,0.516,11,-11.037,0,0.0474,0.354,4.19e-06,0.205,0.833,94.713,59,1979,19,4,love you inside out,ENGLISH
934,lead me on,Maxine Nightingale,2:07,4,0.787,0.478,5,-8.761,0,0.092,0.566,0.0,0.147,0.649,79.029,59,1979,10,3,lead  ,ENGLISH
935,shake your groove thing,Peaches & Herb,5:46,4,0.863,0.726,9,-6.649,1,0.0494,0.415,0.0302,0.0735,0.93,132.574,59,1979,23,4,shake  groove thing,ENGLISH
936,knock on wood,Amii Stewart,3:09,4,0.864,0.346,4,-12.918,1,0.0365,0.277,0.00521,0.0514,0.964,105.164,58,1979,13,3,knock  wood,ENGLISH
937,tusk,Fleetwood Mac,3:37,4,0.628,0.779,0,-11.841,1,0.0831,0.224,0.776,0.151,0.936,180.837,58,1979,4,1,tusk,GERMAN
938,i just wanna stop,Gino Vannelli,3:38,4,0.581,0.548,9,-13.448,1,0.0325,0.184,0.00165,0.163,0.672,139.149,58,1979,17,4, just wanna stop,ENGLISH
939,every 1’s a winner,Hot Chocolate,4:49,4,0.727,0.548,10,-7.393,1,0.0291,0.0621,0.516,0.133,0.929,107.826,58,1979,18,4,every 1’s  winner,ENGLISH
940,good girls don’t,The Knack,3:35,4,0.667,0.899,8,-4.221,1,0.0515,0.0183,0.000586,0.0811,0.708,150.065,58,1979,16,3,good girls ,ENGLISH
941,new york groove,Ace Frehley,3:03,4,0.826,0.608,4,-8.442,1,0.162,0.61,0.000164,0.116,0.846,95.085,57,1979,15,3,new york groove,ENGLISH
942,lonesome loser,Little River Band,4:01,4,0.453,0.59,0,-7.77,1,0.0248,0.0613,0.0,0.29,0.434,109.919,57,1979,14,2,lonesome loser,ENGLISH
943,reunited,Peaches & Herb,5:45,4,0.561,0.501,5,-9.544,0,0.0266,0.857,0.0106,0.135,0.339,75.68,57,1979,8,1,reunited,ENGLISH
944,pop muzik,M,3:48,4,0.912,0.673,2,-8.91,1,0.109,0.0995,0.0,0.103,0.123,120.157,56,1979,9,2,pop muzik,ENGLISH
945,love takes time,Orleans,3:49,4,0.403,0.338,8,-12.371,0,0.0322,0.727,0.0,0.0849,0.233,126.23,56,1979,15,3,love takes time,ENGLISH
946,i want your love,Chic,6:53,4,0.699,0.604,9,-13.404,0,0.0359,0.0185,0.073,0.0868,0.96,114.226,55,1979,16,4, want  love,ENGLISH
947,you don’t bring me flowers,Neil Diamond & Barbra Streisand,3:15,4,0.16,0.123,0,-18.111,1,0.04,0.878,2.24e-05,0.157,0.239,67.006,55,1979,26,5,you  bring  flowers,ENGLISH
948,cruel to be kind,Nick Lowe,3:30,4,0.694,0.656,0,-10.598,1,0.026,0.0586,1.81e-06,0.0505,0.803,131.679,55,1979,16,4,cruel   kind,ENGLISH
949,sail on,Commodores,4:00,4,0.481,0.317,1,-17.356,1,0.0455,0.413,1.1e-05,0.0786,0.435,142.417,54,1979,7,2,sail ,FRENCH
950,rock ‘n’ roll fantasy,Bad Company,3:17,4,0.605,0.716,2,-5.471,1,0.0285,0.0261,5.82e-06,0.13,0.868,112.302,53,1979,21,4,rock ‘n’ roll fantasy,ENGLISH
951,love is the answer,England Dan & John Ford Coley,4:44,4,0.393,0.495,0,-14.033,0,0.0428,0.137,0.000269,0.134,0.624,202.297,53,1979,18,4,love   answer,ENGLISH
952,sad eyes,Robert John,4:13,3,0.431,0.463,0,-7.342,1,0.0268,0.599,0.00282,0.132,0.687,107.19,53,1979,8,2,sad eyes,SPANISH
953,time passages,Al Stewart,6:43,4,0.694,0.649,3,-7.176,1,0.0281,0.357,0.00258,0.0868,0.603,111.98,49,1979,13,2,time passages,FRENCH
954,shine a little love,Electric Light Orchestra,4:41,4,0.687,0.695,7,-8.95,1,0.032,0.217,0.00806,0.0569,0.884,133.134,49,1979,19,4,shine  little love,ENGLISH
955,shake your body (down to the ground),The Jacksons,3:47,4,0.796,0.72,0,-7.203,1,0.0763,0.0528,0.0,0.337,0.851,117.401,49,1979,36,7,shake  body down   ground,ENGLISH
957,makin’ it,David Naughton,4:42,4,0.617,0.38,5,-9.809,1,0.0486,0.67,0.000582,0.0697,0.315,172.024,48,1979,9,2,makin’ ,ENGLISH
958,you can’t change that,Raydio,3:23,4,0.691,0.706,1,-5.983,0,0.115,0.27,0.0,0.272,0.892,169.722,48,1979,21,4,you  change ,ENGLISH
959,you take my breath away,Rex Smith,3:17,4,0.313,0.6,11,-7.913,1,0.0357,0.476,2.56e-05,0.523,0.272,141.912,47,1979,23,5,you take  breath away,ENGLISH
960,music box dancer,Frank Mills,3:12,4,0.466,0.471,1,-13.762,1,0.039,0.573,0.82,0.121,0.794,132.109,46,1979,16,3,music box dancer,ENGLISH
961,i was made for dancin’,Leif Garrett,3:16,4,0.689,0.584,11,-13.957,0,0.0314,0.0319,0.00275,0.327,0.837,127.132,44,1979,22,5, was made  dancin’,ENGLISH
962,how you gonna see me now,Alice Cooper,3:55,4,0.544,0.336,5,-14.413,1,0.038,0.458,3.48e-06,0.133,0.298,136.516,43,1979,24,6, you  see  now,ENGLISH
963,heaven must have sent you,Bonnie Pointer,2:32,4,0.656,0.523,2,-9.341,0,0.0287,0.305,1.42e-06,0.102,0.68,139.0,43,1979,25,5,heaven must have sent you,ENGLISH
964,somewhere in the night,Barry Manilow,3:27,4,0.319,0.407,2,-9.566,0,0.0261,0.31,0.0011,0.346,0.347,80.883,42,1979,22,4,somewhere   night,ENGLISH
965,ain’t no stoppin’ us now,McFadden & Whitehead,2:47,4,0.617,0.722,5,-4.935,1,0.0328,0.0387,0.131,0.178,0.423,123.98,41,1979,24,5, no stoppin’  now,ENGLISH
966,don’t bring me down,Electric Light Orchestra,3:16,4,0.53,0.789,10,-5.662,1,0.046,0.357,0.0836,0.121,0.784,116.82,40,1979,19,4, bring  down,ENGLISH
967,chuck e.’s in love,Rickie Lee Jones,3:29,4,0.792,0.267,9,-16.974,1,0.103,0.284,0.0,0.144,0.718,113.402,40,1979,18,4,chuck e.  love,ENGLISH
968,disco nights (rock-freak),GQ,5:54,4,0.798,0.528,5,-12.228,0,0.0531,0.0116,0.00379,0.0446,0.898,122.61,39,1979,25,3,disco nights rock-freak,ENGLISH
969,a little more love,Olivia Newton-John,3:27,4,0.717,0.414,8,-14.855,1,0.0364,0.029,0.00944,0.0865,0.494,100.178,39,1979,18,4, little more love,ENGLISH
970,in the navy,Village People,3:45,4,0.759,0.889,7,-10.592,0,0.0502,0.125,0.0,0.041,0.886,126.201,38,1979,11,3,  navy,ENGLISH
971,mama can’t buy you love,Elton John,4:04,4,0.529,0.432,5,-14.245,1,0.0333,0.524,0.0,0.115,0.555,94.382,36,1979,23,5,mama  buy you love,ENGLISH
972,goodnight tonight,Paul McCartney & Wings,4:20,4,0.748,0.683,1,-9.885,0,0.0466,0.0566,0.000639,0.0809,0.943,123.385,35,1979,17,2,goodnight tonight,ENGLISH
973,we’ve got tonight,Bob Seger & The Silver Bullet Band,3:35,4,0.379,0.387,8,-9.283,1,0.0278,0.757,0.0,0.103,0.222,61.53,26,1979,17,3, got tonight,ENGLISH
975,he’s the greatest dancer,Sister Sledge,6:15,4,0.7,0.815,7,-9.711,0,0.044,0.00115,0.00124,0.0901,0.837,113.245,14,1979,24,4,  greatest dancer,ENGLISH
976,don’t cry out loud,Melissa Manchester,2:15,4,0.298,0.252,0,-8.95,1,0.0339,0.901,8.58e-06,0.127,0.193,90.955,9,1979,18,4, cry out loud,ENGLISH
977,when you’re in love with a beautiful woman,Dr. Hook,2:54,4,0.665,0.663,8,-11.367,1,0.0386,0.485,0.00682,0.157,0.792,110.656,7,1979,42,8,   love   beautiful woman,ENGLISH
978,i’ll never love this way again,Dionne Warwick,2:58,4,0.452,0.434,8,-8.87,1,0.0399,0.792,0.0139,0.165,0.247,137.702,5,1979,30,6, never love  way again,ENGLISH
979,dim all the nights,Donna Summer,4:08,4,0.758,0.54,7,-10.911,1,0.0385,0.0551,0.0,0.0343,0.661,121.581,0,1979,18,4,dim all  nights,ENGLISH
